name,address1,address2,address3,borough_code,borough_name,os_addressbase_uprn,ward_2018_code,ward_2018_name,website,longitude,latitude,easting,northing,runtime,classification,formatted_address,name,place_id,rating,types,user_ratings_total
Museum of Croydon,Central Library,Croydon Clocktower,Katharine Street,E09000008,Croydon,100022917682.0,E05011468,Fairfield,http://www.museumofcroydon.com/,-0.09951045254803667,51.37191054240017,532380.9641287995,165363.9280014406,12/29/2019,museums,"Katharine St, Croydon CR9 1ET, United Kingdom",Croydon Central Library,ChIJ15K8HjQHdkgRdVkcgKNqmQw,4.2,"['library', 'point_of_interest', 'establishment']",53.0
Museum of Writing,c/o Institute of English Studies,University of London Senate House,Malet Street,E09000007,Camden,5016035.0,E05000129,Bloomsbury,http://www.museumofwriting.co.uk/,-0.12869802265875455,51.520643623813584,529926.9647969569,181850.92352089816,12/29/2019,museums,,,,,,
The Foundling Museum,40 Brunswick Square,,,E09000007,Camden,5002560.0,E05000141,King's Cross,http://www.foundlingmuseum.org.uk/,-0.12164622262629594,51.5252701073732,530402.964669417,182377.92337760227,12/29/2019,museums,"40 Brunswick Square, Bloomsbury, London WC1N 1AZ, United Kingdom",The Foundling Museum,ChIJ3-M3YTcbdkgRGzQr8JQ8APE,4.4,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",502.0
Freud Museum,20 Maresfield Gardens,,,E09000007,Camden,5012934.0,E05000133,Frognal and Fitzjohns,https://www.freud.org.uk/,-0.17724635343508732,51.54842188893095,526481.9657331806,184854.9227054417,12/29/2019,museums,"20 Maresfield Gardens, London NW3 5SX, United Kingdom",Freud Museum London,ChIJyxFtboUadkgRb0RdlOrRsBs,4.6,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",859.0
Keats House,10 Keats Grove,Hampstead,,E09000007,Camden,5015415.0,E05000135,Hampstead Town,http://www.cityoflondon.gov.uk/keats,-0.1679301779810725,51.55556976060682,527107.9655625345,185665.92248556585,12/29/2019,museums,"10 Keats Grove, Hampstead, London NW3 2RR, United Kingdom",Keats House,ChIJmfOqXYoadkgRA-y2sMtXadM,4.5,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",261.0
British Museum,Great Russell Street,,,E09000007,Camden,5027059.0,E05000129,Bloomsbury,http://www.britishmuseum.org/,-0.12647475567723704,51.518971461112926,530085.964753409,181668.9235696554,12/29/2019,museums,"Great Russell St, Bloomsbury, London WC1B 3DG, United Kingdom",The British Museum,ChIJB9OTMDIbdkgRp0JWbQGZsS8,4.7,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",100284.0
2 Willow Road,Hampstead,,,E09000007,Camden,5032722.0,E05000135,Hampstead Town,https://www.nationaltrust.org.uk/2-willow-road,-0.16915010156707455,51.557162489166295,527018.9655857261,185840.92243757483,12/29/2019,museums,"2 Willow Road, Hampstead, London NW3 1TH, UK",2 Willow Road,ChIJKfsf3mEadkgRukGnLK1zOts,,['premise'],
British Library,96 Euston Road London,NW1 2DB ,,E09000007,Camden,5037737.0,E05000143,St. Pancras and Somers Town,http://www.bl.uk/,-0.12698835462812688,51.52998677143432,530018.9647743074,182892.9232379205,12/29/2019,museums,"96 Euston Rd, London NW1 2DB, United Kingdom",The British Library,ChIJlRMXcDsbdkgRJdsP3nlUkBg,4.5,"['library', 'tourist_attraction', 'point_of_interest', 'establishment']",1390.0
Burgh House and Hampstead Museum,New End Square,Hampstead,,E09000007,Camden,5067420.0,E05000135,Hampstead Town,www.burghhouse.org.uk/,-0.17506733926931314,51.55818089976963,526605.9656982652,185943.92240836265,12/29/2019,museums,"New End Square, Hampstead, London NW3 1LT, United Kingdom",Burgh House & Hampstead Museum,ChIJ7bDgv2IadkgRkIbzf3FdF5M,4.5,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",287.0
Royal College of Physicians of London Museum,Library Archive and Museum Services,11 St Andrews Place,Regentâs Park,E09000007,Camden,5069347.0,E05000142,Regent's Park,http://www.rcplondon.ac.uk/museum-and-garden,-0.1449807444509275,51.52574929212275,528782.9651070784,182389.92337416718,12/29/2019,museums,"11 St Andrews Pl, London NW1 4LE, United Kingdom",Royal College of Physicians,ChIJ7xIq4dkadkgRzlX3Emg8F-I,4.6,"['university', 'health', 'point_of_interest', 'establishment']",65.0
"Jewish Museum, London",Raymond Burton Hs,129-131 Albert Street,,E09000007,Camden,5082327.0,E05000130,Camden Town with Primrose Hill,http://www.jewishmuseum.org.uk/,-0.1446414661462595,51.53728156162264,528773.9651113618,183672.92302597789,12/29/2019,museums,"Raymond Burton House, 129-131 Albert Street, London NW1 7NB, United Kingdom",Jewish Museum London,ChIJHUn3beAadkgR5XeJPAO9z0M,4.5,"['tourist_attraction', 'cafe', 'museum', 'food', 'point_of_interest', 'store', 'establishment']",517.0
Wellcome Collection,183 Euston Road,,,E09000007,Camden,5083806.0,E05000129,Bloomsbury,http://www.wellcomecollection.org/,-0.13391745318694204,51.525897574673365,529549.9649010886,182425.92336672547,12/29/2019,museums,"183 Euston Rd, London NW1 2BE, United Kingdom",Wellcome Collection,ChIJjwAL8SUbdkgRigNbhm-sUe0,4.5,"['museum', 'art_gallery', 'point_of_interest', 'establishment']",594.0
Government Art Collection,Queen's Yard,179a Tottenham Court Rd,,E09000007,Camden,5087928.0,E05000129,Bloomsbury,www.gac.culture.gov.uk/,-0.13490111065484842,51.522289151171144,529491.9649153411,182022.92347552374,12/29/2019,museums,,,,,,
The British Museum,Great Russell Street,,,E09000007,Camden,5090682.0,E05000129,Bloomsbury,http://www.britishmuseum.org/,-0.1268478187088248,51.51936410624359,530058.9647608323,181711.9235581079,12/29/2019,museums,"Great Russell St, Bloomsbury, London WC1B 3DG, United Kingdom",The British Museum,ChIJB9OTMDIbdkgRp0JWbQGZsS8,4.7,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",100282.0
Fenton House,Hampstead Grove,Hampstead,,E09000007,Camden,5126160.0,E05000135,Hampstead Town,https://www.nationaltrust.org.uk/fenton-house-and-garden,-0.18013054526555825,51.55891599474092,526252.9657949564,186016.92238747934,12/29/2019,museums,"Hampstead Grove, Hampstead, London NW3 6SP, United Kingdom",Fenton House,ChIJiecx_3wadkgR7HQQ1ESCRqE,4.4,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",321.0
Sir John SoaneÊ¼s Museum,13 Lincolnâs Inn Fields,,,E09000007,Camden,5137612.0,E05000138,Holborn and Covent Garden,http://www.soane.org/,-0.11751871222542914,51.51699356555784,530712.9645834898,181464.92362379425,12/29/2019,museums,,,,,,
"Ben Uri Gallery, The Art Museum for Everyone, The London Jewish Museum of Art",108A Boundary Road,off Abbey Rd,St Johnâs Wood,E09000007,Camden,5144462.0,E05000140,Kilburn,www.benuri.org.uk,-0.18536707886302334,51.53754080201588,525948.965876383,183630.92303541608,12/29/2019,museums,"108A Boundary Rd, St John's Wood, London NW8 0RH, United Kingdom",Ben Uri Gallery and Museum,ChIJSbgToZ8adkgRCLEG7BlHu0g,4.3,"['art_gallery', 'tourist_attraction', 'museum', 'point_of_interest', 'establishment']",42.0
"Grant Museum of Zoology and Comparative Anatomy, UCL",21 University Street,,,E09000007,Camden,5157295.0,E05000129,Bloomsbury,https://www.ucl.ac.uk/culture/grant-museum-zoology,-0.13465909245966376,51.52362521809698,529504.964912415,182171.92343539704,12/29/2019,museums,"Rockefeller Building, 21 University St, Bloomsbury, London WC1E 6DE, United Kingdom",Grant Museum of Zoology,ChIJ66NuMS8bdkgRb0YHGckT794,4.7,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",435.0
Petrie Museum of Egyptian Archaeology,University College London,Malet Place,,E09000007,Camden,5157395.0,E05000129,Bloomsbury,http://www.culture24.org.uk/se000386,-0.13249381641675975,51.524049400797175,529653.9648722006,182222.92342130176,12/29/2019,museums,"Malet Pl, Bloomsbury, London WC1E 6BT, United Kingdom",Petrie Museum of Egyptian Archaeology,ChIJXzsYqi8bdkgR2wmXF6YbzBU,4.6,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",167.0
"Geology (and Teaching & Research) Collections, UCL",Rock Room,"Room 4, First Floor",South Wing,E09000007,Camden,5157402.0,E05000129,Bloomsbury,https://www.ucl.ac.uk/culture/geology-collection,-0.13345756674649287,51.524100708184754,529586.9648903898,182226.92342039046,12/29/2019,museums,"Parker Hall, 106, 300 W 13th St, Rolla, MO 65409, United States",Missouri University of Science and Technology,ChIJr3S16MVU2ocR1m3MPNeJDFg,4.3,"['university', 'point_of_interest', 'establishment']",84.0
UCL Art Museum,South Cloisters,UCL,,E09000007,Camden,5157412.0,E05000129,Bloomsbury,http://www.ucl.ac.uk/museums/uclart,-0.13326814466353115,51.52450236674428,529598.9648873068,182271.9234082466,12/29/2019,museums,"South Cloisters, University College London, Gower St, Kings Cross, London WC1E 6BT, United Kingdom",UCL Art Museum,ChIJeTUXaS8bdkgRRO3lOGW_VwY,4.1,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",18.0
Crystal Palace Museum,Anerley Hill,,,E09000006,Bromley,100023247277.0,E05000116,Crystal Palace,www.crystalpalacemuseum.org.uk/,-0.07669903008341224,51.41977512368729,533828.9637365837,170727.92654295347,12/29/2019,museums,"Anerley Hill, London SE19 2BA, United Kingdom",Crystal Palace Museum,ChIJqczBEkMBdkgRVwzuOJH1Xgs,4.1,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",77.0
Cartoon Museum,35 Little Russell Street,,,E09000007,Camden,5158052.0,E05000138,Holborn and Covent Garden,http://www.cartoonmuseum.org/,-0.12602299795664884,51.51768727604571,530120.9647435427,181526.92360788875,12/29/2019,museums,"63 Wells St, Fitzrovia, London W1A 3AE, United Kingdom",The Cartoon Museum,ChIJjTedqjMbdkgRqmCmSy0Hveg,3.9,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",503.0
Central Saint Martins,Granary Building,1 Granary Square,Kings Cross,E09000007,Camden,5171310.0,E05000143,St. Pancras and Somers Town,www.arts.ac.uk/csm/,-0.12445950290214605,51.53643912724865,530175.9647308534,183614.92304057226,12/29/2019,museums,"Granary Building, 1 Granary Square, Kings Cross, London N1C 4AA, United Kingdom",Central Saint Martins,ChIJGy_lNTQbdkgRK1J9MfD-hIE,4.3,"['university', 'point_of_interest', 'establishment']",127.0
House of Illustration,2 Granary Square King's Cross London,,,E09000007,Camden,5188521.0,E05000143,St. Pancras and Somers Town,http://www.houseofillustration.org.uk/,-0.12445950290214605,51.53643912724865,530175.9647308534,183614.92304057226,12/29/2019,museums,"2 Granary Square, Kings Cross, London N1C 4BH, United Kingdom",House of Illustration,ChIJj81qikAbdkgRtZuCXjujC2k,4.3,"['art_gallery', 'tourist_attraction', 'point_of_interest', 'establishment']",212.0
V&A Museum of Childhood,Cambridge Heath Road,,,E09000030,Tower Hamlets,6039165.0,E05009317,Bethnal Green,http://www.museumofchildhood.org.uk/,-0.054881953418229566,51.52905531229992,535022.9634149643,182919.92323003896,12/29/2019,museums,"1205 W 8th St, Coffeyville, KS 67337, United States",V & S Family Center,ChIJ3wz1vWKEt4cRWXn0tlYgCvs,3.8,"['point_of_interest', 'store', 'establishment']",5.0
Ragged School Museum,46-50 Copperfield Road,,,E09000030,Tower Hamlets,6048400.0,E05009327,Mile End,http://www.raggedschoolmuseum.org.uk/,-0.035664072205294016,51.51866342706555,536386.963043386,181799.92353591527,12/29/2019,museums,"46-50 Copperfield Rd, London E3 4RR, United Kingdom",Ragged School Museum,ChIJXbA38S0ddkgRQsdBxVmuuYU,4.4,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",179.0
The Tower of London,St Katharine's & Wapping,London,,E09000030,Tower Hamlets,6086565.0,E05009330,St. Katharine's & Wapping,www.​hrp.​org.​uk/​TowerOfLondon/​,-0.07624551204091412,51.50827523006401,533601.9637975731,180569.9238673529,12/29/2019,museums,"St Katharine's & Wapping, London EC3N 4AB, United Kingdom",Tower of London,ChIJ3TgfM0kDdkgRZ2TV4d1Jv6g,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",68285.0
"Royal Armouries, Tower of London",HM Tower Of London,St Katharine's & Wapping,,E09000030,Tower Hamlets,6086565.0,E05009330,St. Katharine's & Wapping,https://royalarmouries.org/visit-us/tower-of-london,-0.07624551204091412,51.50827523006401,533601.9637975731,180569.9238673529,12/29/2019,museums,"HM Tower Of London, St Katharine's & Wapping, London EC3N 4AB, United Kingdom",Royal Armouries White Tower,ChIJh7JjNEkDdkgRbNhPZVVibMs,4.5,"['museum', 'premise', 'point_of_interest', 'establishment']",274.0
The Fusilier Museum London,HM Tower of London,35 Tower Hill,St Katharine's & Wapping,E09000030,Tower Hamlets,6086845.0,E05009330,St. Katharine's & Wapping,www.​fusiliermuseumlondon.​org,-0.07518856115735817,51.50839276466557,533674.9637775717,180584.92386318863,12/29/2019,museums,"Tower of London, St Katharine's & Wapping, London EC3N 4AB, United Kingdom",The Fusilier Museum,ChIJO9XtOEkDdkgRfIzM5v3oyjY,4.3,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",56.0
Royal London Hospital Archives and Museum,Church of St Augustine with St Philip,Newark Street,,E09000030,Tower Hamlets,6118397.0,E05009336,Whitechapel,,-0.06045848930335384,51.51725954515276,534670.9635063211,181597.92359038812,12/29/2019,museums,,,,,,
Museum of the Royal Pharmaceutical Society,1 Lambeth High Street,,,E09000030,Tower Hamlets,6136082.0,E05009336,Whitechapel,www.​rpsgb.​org/​museum,-0.06827108193074613,51.509079288430634,534152.9636467223,180673.92383846024,12/29/2019,museums,"66-68 E Smithfield, Whitechapel, London E1W 1AW, United Kingdom",Royal Pharmaceutical Society,ChIJ-U1fI8AEdkgR5KPv4kxjvdk,4.6,"['point_of_interest', 'establishment']",38.0
Museum of London Docklands,No. 1 Warehouse,West India Quay,,E09000030,Tower Hamlets,6151122.0,E05009323,Canary Wharf,http://www.museumoflondon.org.uk/docklands,-0.02383270037295962,51.50761933319317,537240.9628112615,180593.92386071762,12/29/2019,museums,"1 Warehouse, West India Quay, No, Hertsmere Rd, London E14 4AL, United Kingdom",Museum of London Docklands,ChIJVTZUsMcCdkgRMc_-OpJq9v8,4.6,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",3705.0
Trades Union Congress (TUC) Library Collections,Special Collections  London Metropolitan University,Wash Houses,Old Castle Street,E09000030,Tower Hamlets,6151239.0,E05009333,Spitalfields & Banglatown,http://www.londonmet.ac.uk/tuc,-0.07399802536165558,51.51577420253457,533735.963761032,181407.923642873,12/29/2019,museums,"Special Collections Reading Room, London Metropolitan University, Wash Houses, Old Castle Street, London E1 7NT, United Kingdom",Trades Union Congress (TUC) Library,ChIJdS2-GnQbdkgRspa-qzTpQ0M,0.0,"['library', 'point_of_interest', 'establishment']",0.0
Kelmscott House,26 Upper Mall,Hammersmith,,E09000013,Hammersmith and Fulham,34008094.0,E05000261,Ravenscourt Park,http://www.culture24.org.uk/se000423,-0.23550436438835604,51.49058178834238,522597.9667888677,178323.9244799068,12/29/2019,museums,"26 Upper Mall, Hammersmith, London W6 9TA, United Kingdom",Kelmscott House,ChIJd0xjgrcPdkgR1XgSm-kMp0Q,0.0,"['museum', 'point_of_interest', 'establishment']",0.0
Fulham Palace,Fulham Palace,Bishop's Ave,Fulham,E09000013,Hammersmith and Fulham,34022825.0,E05000259,Palace Riverside,www.fulhampalace.org/,-0.21519770387377252,51.47054466539843,524061.9663921351,176129.92507687438,12/29/2019,museums,"Bishop's Ave, Fulham, London SW6 6EA, United Kingdom",Fulham Palace,ChIJd2HTbaAPdkgRzADh38gQpO0,4.5,"['museum', 'tourist_attraction', 'cafe', 'park', 'food', 'point_of_interest', 'establishment']",949.0
Wandle Industrial Museum,The Vestry Hall Annexe,London Road,Mitcham,E09000024,Merton,48083242.0,E05000458,Cricket Green,http://www.wandle.org/,-0.1680386681606487,51.40227250905107,527526.9654491643,168618.92711560632,12/29/2019,museums,"Vestry Hall Annexe, London Rd, Mitcham CR4 3UD, United Kingdom",Wandle Industrial Museum,ChIJtcxKmTkGdkgRHLujQfNkTUI,4.3,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",26.0
Museum of Wimbledon,22 Ridgway,Wimbledon,,E09000024,Merton,48107954.0,E05000472,Village,http://www.wimbledonmuseum.org.uk/,-0.21664341700808407,51.423354744849185,524089.2663699552,170879.9265017315,12/29/2019,museums,"22 Ridgway, Wimbledon, London SW19 4QN, United Kingdom",Museum of Wimbledon,ChIJR-aiHMkIdkgRG05lpKOPzwI,4.3,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",35.0
Wimbledon Lawn Tennis Museum,The All England Lawn Tennis Club,Church Road,Wimbledon,E09000024,Merton,48129052.0,E05000472,Village,http://www.wimbledon.com/museum,-0.21402868057457625,51.433719563950575,524242.96634216775,172036.92618557802,12/29/2019,museums,"Church Rd, Wimbledon, London SW19 5AE, United Kingdom",Wimbledon Lawn Tennis Museum,ChIJm_kuA8cIdkgRQrtMPMinNkA,4.8,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",1047.0
Barts Pathology Museum,3rd Floor,Robin Brook Centre  St Bartholomew's Hospital,West Smithfield,E09000001,City and County of the City of London,95512892.0,E05009305,Farringdon Without,www.qmul.ac.uk/pathologymuseum/,-0.10101762596157238,51.517647578927814,531855.9142228458,181567.22358538484,12/29/2019,museums,"24 W Smithfield, London EC1A 7BE, United Kingdom",Barts Pathology Museum,ChIJ232RdlMbdkgRwzU4w1AN0dI,4.5,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",53.0
St Bartholomews Hospital Museum,North Wing,St Bartholomewâs Hospital,West Smithfield,E09000001,City and County of the City of London,95512892.0,E05009305,Farringdon Without,https://www.bartshealth.nhs.uk/st-bartholomews-museum-and-archives,-0.10101762596157238,51.517647578927814,531855.9142228458,181567.22358538484,12/29/2019,museums,"North Wing, St Bartholomew's Hospital, W Smithfield, London EC1A 7BE, United Kingdom",St Bartholomew's Hospital Museum,ChIJs0nCdVMbdkgRU4LBLvQaGno,4.4,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",48.0
Valence House Museum,Becontree Ave,,,E09000002,Barking and Dagenham,100002560.0,E05000040,Valence,www.​lbbd.​gov.​uk/​heritage,0.13420089600896667,51.55831213259783,548042.9598733315,186538.9222471987,12/29/2019,museums,"Becontree Ave, Dagenham RM8 3HT, United Kingdom",Valence House Museum,ChIJBZCYlFKk2EcRT8gE6G5bw5w,4.6,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",200.0
Dorich House Museum,Kingston University,67 Kingston Vale,,E09000021,Kingston upon Thames,128010892.0,E05000406,Coombe Hill,https://www.dorichhousemuseum.org.uk/,-0.2630882903421483,51.43334145927384,520833.96727172297,171912.92622145644,12/29/2019,museums,"67 Kingston Vale, London SW15 3RN, United Kingdom",Dorich House Museum,ChIJbYHMWbQOdkgR3nXDmR0MFqU,4.8,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",32.0
Kingston Museum (and Heritage Service),W6 9TA,,,E09000021,Kingston upon Thames,128019799.0,E05000408,Grove,http://www.kingston.gov.uk/museum,-0.30028462305532405,51.40955345453804,518309.9679553628,169206.9269558115,12/29/2019,museums,"Wheatfield Way, Kingston upon Thames KT1 2PS, United Kingdom",Kingston Museum & Heritage Service,ChIJ7yUWy8ELdkgR2N_skiGxTBw,0.0,"['art_gallery', 'point_of_interest', 'establishment']",0.0
The Stephens Collection,Avenue House,East End Road,Finchley,E09000003,Barnet,200035687.0,E05000051,Finchley Church End,http://www.london-northwest.com/sites/stephens,-0.1945731350116018,51.59660246677115,525148.3461021475,190182.98125433602,12/29/2019,museums,"17 E End Rd, Finchley, London N3 3QE, United Kingdom",Stephens House & Gardens,ChIJueQfaasQdkgRnhBC-l0M3qQ,4.6,"['tourist_attraction', 'cafe', 'food', 'point_of_interest', 'establishment']",607.0
Royal Air Force Museum London (RAF),Grahame Park Way,Hendon,,E09000003,Barnet,200049886.0,E05000046,Colindale,http://www.rafmuseum.org/,-0.2381638996147207,51.59894703218979,522122.9669182169,190370.02118048567,12/29/2019,museums,"Grahame Park Way, London NW9 5LL, United Kingdom",Royal Air Force Museum,ChIJse1x6SoRdkgR83yrIhNV5gc,4.7,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",8967.0
Barnet Museum (and Local History Society),31 Wood Street,Barnet,Hertfordshire,E09000003,Barnet,200128241.0,E05000060,Underhill,www.barnetmuseum.co.uk,-0.2022962598888733,51.65287654143306,524459.5062610903,196427.8395408899,12/29/2019,museums,"31 Wood St, Barnet EN5 4BE, United Kingdom",Barnet Museum,ChIJPYNVFZAXdkgRZnhTkBHcY_0,4.4,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",40.0
Museum of Domestic Design and Architecture,Middlesex University,9 Boulevard Drive,Beaufort Park,E09000003,Barnet,200141133.0,E05000046,Colindale,http://www.culture24.org.uk/se000059,-0.24191185735661344,51.59611571743892,521870.96698653506,190048.9212921576,12/29/2019,museums,"9 Boulevard Dr, London NW9 5HF, United Kingdom",Museum of Domestic Design & Architecture (MoDA),ChIJXeskhFMYdkgR3nFtSd0mtRc,4.3,"['museum', 'point_of_interest', 'establishment']",6.0
Brent Museum,Willesden Library Centre,95 High Rd,,E09000005,Brent,202149110.0,E05000105,Willesden Green,https://www.brent.gov.uk/museum,-0.2289214989831069,51.5466504009109,522903.9667075057,184569.92278124887,12/29/2019,museums,"Willesden Library Centre, 95 High Rd, Willesden, London NW10 2SF, United Kingdom",Brent Museum,ChIJ6d8m_VEQdkgRd6p89dXjD1Y,4.5,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",14.0
Enfield Museum Service,Enfield Museum,The Dugdale Centre Thomas Hardy House,39 London Road,E09000010,Enfield,207007119.0,E05000200,Grange,http://www.enfield.gov.uk/museum,-0.08111816575076185,51.65031765779333,532849.2439714298,196356.57955065247,12/29/2019,museums,"39 London Rd, Enfield EN2 6DS, United Kingdom",Enfield Museum,ChIJ8c7FJCUfdkgRGrWnGKoC3Sg,3.7,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",9.0
ClockmakersÊ¼ Museum,Exhibition Road,Kensington,,E09000020,Kensington and Chelsea,217031151.0,E05009389,Brompton & Hans Town,http://www.clockmakers.org/,-0.17649274290988975,51.49729595478951,526675.9656802487,179170.92424946552,12/29/2019,museums,"Exhibition Rd, South Kensington, London SW7 2DD, United Kingdom",Science Museum,ChIJP9oAE0MFdkgR3iKGFKZO1SE,4.5,"['museum', 'tourist_attraction', 'point_of_interest', 'store', 'establishment']",45109.0
Leighton House Museum,12 Holland Park Road,,,E09000020,Kensington and Chelsea,217039506.0,E05009397,Holland,http://http/www.rbkc.gov.uk/subsites/museums.aspx,-0.20309513295307347,51.49858781711904,524825.9661831937,179268.92422472677,12/29/2019,museums,"12 Holland Park Rd, Kensington, London W14 8LZ, United Kingdom",Leighton House Museum,ChIJWcdBO-wPdkgRlEc3EZWbCvo,4.4,"['museum', 'art_gallery', 'tourist_attraction', 'point_of_interest', 'establishment']",692.0
Design Museum,224-238 Kensington High Street (Holland Park),,,E09000020,Kensington and Chelsea,217044656.0,E05009397,Holland,http://designmuseum.org/,-0.20015902623041051,51.49987442978262,525026.2360868902,179417.00414055696,12/29/2019,museums,"224-238 Kensington High St, Kensington, London W8 6AG, United Kingdom",Design Museum,ChIJs0HnpkcDdkgRJjUYVf4jca4,4.4,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",6774.0
